"Время инцидента","MAC Атакующий","MAC Жертвы","IP Атакующий ","IP Жертвы","Вид атаки","CVE уязвимость","Цель (программа)"
"Jan 29, 2024 23:58:31 Омское стандартное время","08:00:27:b1:9d:67","08:00:27:fa:d3:d2","192.168.0.1 ","192.168.0.100","Фишинг","Межсайтовые скрипты (XSS) ","Получение доступа к серверу жертвы(beebox)"
